label,youtube_id,time_start,time_end,split
folding clothes,MrOtluqqOiw,1012,1022,train
washing hands,MrTl0ENbE-4,9,19,train
folding clothes,MsC69xwFXXs,2,12,train
doing laundry,MuT67gS2qrk,2,12,train
folding clothes,Mw6ImfwJ9_Q,1,11,train
doing laundry,Mw9auJC7TUc,44,54,train
mopping floor,MxGLAEMQLhY,189,199,train
washing hands,MxKvJSCdId0,30,40,train
making bed,Mz-EplMltPs,268,278,train
cleaning toilet,N-5NQlVpyDY,65,75,train
baking cookies,N-JEFIr5sT0,5,15,train
baking cookies,N-lwG6_g218,137,147,train
making bed,N0y0JKE2hmI,115,125,train
baking cookies,N1gwoFhka4A,304,314,train
doing laundry,N2UjpXET8Ww,58,68,train
making bed,N2gN12RjSss,21,31,train
doing laundry,N3F6AfXyWSw,79,89,train
cleaning toilet,N4naB7VatGs,300,310,train
washing hands,N5NWdsdSbrE,3,13,train
washing hands,N63bj3Mg1Ng,4,14,train
cooking chicken,N8KeRQyupWY,101,111,train
cooking chicken,NA9ODO0WsH4,23,33,train
cleaning toilet,NBJWmTBwWaU,16,26,train
folding clothes,NBqgyniqvsw,0,10,train
folding clothes,NE59EyVbfpI,220,230,train
mopping floor,NG8fMDaJ3ic,121,131,train
doing laundry,NGI3vC-TDos,34,44,train
cleaning toilet,NJ8ID9xe88c,11,21,train
washing hands,NJd31YWEaCw,1,11,train
washing dishes,NKf6zbwP-wU,27,37,train
washing dishes,NKlX0qbaPIQ,673,683,train
cleaning toilet,NLK7tymQhSc,107,117,train
making bed,NMicsIb4n6w,256,266,train
cleaning toilet,NN5MX7UODi4,9,19,train
folding clothes,NNbqALcZRsc,15,25,train
sweeping floor,NNl5SiIQHsA,9,19,train
baking cookies,NNnPq7BFTBo,79,89,train
folding clothes,NPKVfQ_tDtI,54,64,train
washing hands,NPf7JHnsviM,82,92,train
cleaning toilet,NQcDgqZuVHA,5,15,train
washing dishes,NR6hROiBuqE,40,50,train
baking cookies,NRtwhd_NPLc,0,10,train
washing hands,NV-1hM0Qh_s,65,75,train
baking cookies,NYVmB6m5PXA,5,15,train
making bed,NYkgagHr-x8,191,201,train
cooking chicken,NYrWLPxmmeU,96,106,train
washing hands,Na3Wa6-gaTo,1,11,train
cooking chicken,NaFalYg2Jlo,24,34,train
mopping floor,NaRV8KbP9eE,28,38,train
cleaning toilet,NabGOwALaIQ,3,13,train
baking cookies,Naw9Kxecm_c,34,44,train
washing dishes,NbcJDQhtZkk,16,26,train
cleaning toilet,Nc7PEfb5PfU,12,22,train
folding clothes,NetKZIxpfrA,93,103,train
baking cookies,Nf0ftID54lw,1,11,train
making bed,NfcsaqAfISA,124,134,train
washing dishes,Nfxjb7UKPKU,29,39,train
washing hands,Nge_wevDlbk,17,27,train
sweeping floor,NhCDUzq-rHU,90,100,train
baking cookies,NhT1-CTkEFk,73,83,train
baking cookies,NiHAeQ2Jp04,26,36,train
cooking chicken,NkC8c5LPCBI,179,189,train
baking cookies,NkcxHdSGKbg,141,151,train
washing dishes,Nl1W4Ma0vjY,53,63,train
mopping floor,NlF8x9yEgMY,18,28,train
cooking chicken,NldTkurtca8,1542,1552,train
mopping floor,NlkMFycVxb0,1,11,train
baking cookies,Nma947_csfM,223,233,train
sweeping floor,Nn87R3J_rv0,39,49,train
making bed,NoAotIRhsLc,117,127,train
washing hands,Nq4y56AWs48,96,106,train
mopping floor,NsKnV8p21sA,9,19,train
doing laundry,NtGLUvbKxbI,91,101,train
washing dishes,NuDEx68iIRo,38,48,train
making bed,NuNdSEHoaVA,207,217,train
mopping floor,NuYbOB9AzpY,81,91,train
sweeping floor,NvdKFAUKDt0,65,75,train
sweeping floor,NvnLeEcl-5U,3,13,train
cooking chicken,NxttHzxgiRE,512,522,train
washing hands,NytkmRZpwV8,58,68,train
washing hands,NyueuCjDY30,5,15,train
washing dishes,NzqAO6-z_0o,5,15,train
doing laundry,NztBNu21Bek,62,72,train
washing hands,O-YCf0eacho,21,31,train
cooking chicken,O0EyuRDXPXk,107,117,train
baking cookies,O16VxnU7c5M,53,63,train
folding clothes,O1XGEYhGEfA,28,38,train
sweeping floor,O1t8mZNiX54,4,14,train
cleaning toilet,O1yPAS2WmSw,13,23,train
mopping floor,O1yoKFQnXwA,36,46,train
folding clothes,O24sMVybHeU,5,15,train
cleaning toilet,O2B_e0l_0lo,11,21,train
washing dishes,O3auJAbtpCc,147,157,train
washing hands,O3irSuuAACg,42,52,train
making bed,O5L8_2GsaSw,0,10,train
folding clothes,O5TCOGYtRtk,16,26,train
washing hands,O6kUInG4ztY,42,52,train
baking cookies,O8oVoWOT284,118,128,train
washing dishes,O8oaksOtYxg,2,12,train
making bed,OCGJEocPT0c,132,142,train
cleaning toilet,OCLvELy855w,8,18,train
cooking chicken,ODeMQJe1DY8,240,250,train
baking cookies,OETFbVbgdY4,239,249,train
baking cookies,OF0ANg-fKIY,330,340,train
making bed,OGZE4OvJETs,108,118,train
doing laundry,OGcWd1Zbuh8,132,142,train
washing hands,OGyMXFdECyo,54,64,train
washing hands,OIPxwfrCruw,105,115,train
baking cookies,OKr7Poalu8U,83,93,train
making bed,OLYfDPgXYcQ,39,49,train
baking cookies,OM454IPmMqI,240,250,train
mopping floor,OM7OeNo6ftE,29,39,train
baking cookies,ONjgD5DFD-I,54,64,train
washing dishes,OOSy-JtLNQ0,22,32,train
doing laundry,OOgrpvWPgAs,26,36,train
folding clothes,OOlg6XaxhEE,26,36,train
washing hands,OOpHeTV55eY,3,13,train
washing dishes,OOwl1UcBrRY,137,147,train
washing hands,OP5WAoHuFdM,15,25,train
baking cookies,OPNsAPmfO1A,232,242,train
mopping floor,OPpS5ViE44k,96,106,train
cooking chicken,OQFW4T1l6R0,131,141,train
making bed,OQx2g3SqASU,273,283,train
folding clothes,OR5s4iANJfM,30,40,train
washing hands,ORFucnReEek,199,209,train
cooking chicken,ORu99GBPh44,83,93,train
making bed,OSGe2DSCTVA,237,247,train
baking cookies,OSaP0HsK1AM,101,111,train
mopping floor,OSlZWBydZbk,24,34,train
washing dishes,OTEXXonH7-0,3,13,train
cleaning toilet,OTJqHLFSxss,65,75,train
washing dishes,OTMteq6XtXU,3,13,train
baking cookies,OWQcuitzq38,171,181,train
baking cookies,OWrTydwoYW8,327,337,train
making bed,OX3fViDLxQU,2,12,train
doing laundry,OXkSFhP1uWg,71,81,train
washing dishes,OZftVCeblMk,1,11,train
baking cookies,OZr_bLz_VFo,143,153,train
folding clothes,O_1of5Ej0UU,57,67,train
baking cookies,O_8YXmgWY5o,763,773,train
baking cookies,O_pcMmLcYig,81,91,train
doing laundry,O_zQrGk3Uvs,0,10,train
cooking chicken,OamKvzFLK7A,0,10,train
cleaning toilet,ObbXieyOZf8,34,44,train
sweeping floor,ObkbP2pnpPo,83,93,train
making bed,OcFp7be8kMY,358,368,train
baking cookies,Ocj6I-gvuDk,578,588,train
cooking chicken,OcwWcyPMet0,57,67,train
folding clothes,OdOrDe32a3U,152,162,train
sweeping floor,OebZVbl-n1w,102,112,train
folding clothes,Oens5aPiWIg,0,10,train
sweeping floor,OfGj2dXMhxw,58,68,train
baking cookies,OgjQHmh97ag,72,82,train
cleaning toilet,OhUhBsbrlw4,9,19,train
folding clothes,OiyHzrZT1Qg,2,12,train
washing hands,OlBpiUv4cQM,57,67,train
washing dishes,Olsk25qh1wI,41,51,train
washing dishes,Om_ZjfWyZNI,99,109,train
cooking chicken,OmeUg2qy1dU,546,556,train
cooking chicken,OnpuY02nLKs,513,523,train
baking cookies,OoFx_s-hv-8,127,137,train
doing laundry,Oqlp1Saxe1Y,48,58,train
mopping floor,OrFphfzFy5c,112,122,train
washing hands,OrbnjydIMJ0,0,10,train
sweeping floor,Ori-ZoVXTb4,34,44,train
making bed,OsdhJ63u3sM,0,10,train
sweeping floor,Oth6Tefhhew,65,75,train
doing laundry,OumDa2-8z14,3,13,train
baking cookies,OvM1jUhiRXg,84,94,train
mopping floor,Owd5vzXhfiQ,55,65,train
cleaning toilet,OwndhHfOGAk,219,229,train
mopping floor,OwoQuRQfMNw,139,149,train
cleaning toilet,OwyVnfxy-KU,21,31,train
cooking chicken,Oy9Ze6gXPpo,232,242,train
mopping floor,OzB--6aoVQU,431,441,train
washing dishes,Ozw7cf-_V_w,33,43,train
washing dishes,P-Gh6HN92Zk,87,97,train
washing hands,P0GKTxF7nJw,24,34,train
folding clothes,P1-dyX_Rzdg,12,22,train
washing dishes,P2-8p3wVAtg,22,32,train
washing hands,P2jKzdv4Lhw,29,39,train
baking cookies,P3H5bBdnh8Q,32,42,train
baking cookies,P3OBz9HEYKw,30,40,train
washing hands,P3OuRbG3beg,1,11,train
sweeping floor,P4XHLdq5Bfs,48,58,train
folding clothes,P5If1PUXH9M,5,15,train
baking cookies,P6W8vF6JXXk,503,513,train
baking cookies,P810ToqVIbA,23,33,train
washing hands,P92DCb0RM88,11,21,train
folding clothes,P9BW4REJzn8,133,143,train
folding clothes,PAghREKfJBQ,3,13,train
folding clothes,PBKxruQ3zEc,10,20,train
washing hands,PCi2TWK79Ho,52,62,train
folding clothes,PDn9l20NlWw,148,158,train
washing dishes,PFfNJ35P28w,97,107,train
washing dishes,PFyCVWZ6dTs,6,16,train
baking cookies,PGnss27GIDg,87,97,train
washing hands,PHPI18GWLBQ,55,65,train
cooking chicken,PHPcz_PT3os,51,61,train
baking cookies,PHUNrXns4Do,247,257,train
folding clothes,PHfKChalL-g,4,14,train
washing dishes,PHgrd-ELZ5g,213,223,train
doing laundry,PIX-MDYA5Uw,2,12,train
washing dishes,PJmp6k4vdho,4,14,train
washing hands,PL74khszw58,55,65,train
baking cookies,PLfrD6gX0pQ,5,15,train
washing dishes,PMNrLZbS6lA,83,93,train
doing laundry,PSwmRbrfz5o,5,15,train
washing hands,PUruv5uIMqc,39,49,train
sweeping floor,PVfKnJlCyts,1,11,train
washing dishes,PYD2NBrPnXA,11,21,train
washing dishes,PZAu5Dm30wM,0,10,train
washing dishes,PZUzTWsAByo,9,19,train
washing dishes,P_BtCu-mE2I,14,24,train
making bed,PaEsP6_cCJ8,100,110,train
washing dishes,Pbuj1XFan8w,2,12,train
cooking chicken,PcMDaBAOcaI,137,147,train
washing hands,Pd3fUQse75I,16,26,train
washing dishes,PeAMfevzrSE,92,102,train
doing laundry,PfYcDE9Fl7k,83,93,train
folding clothes,Phy0m45rdMo,17,27,train
washing dishes,PiDw91aqLCA,22,32,train
making bed,PiWtqerwhew,10,20,train
washing hands,PipIbnBHVmc,49,59,train
baking cookies,PitTCk7obqw,102,112,train
washing hands,PkR39yCdmAA,2,12,train
sweeping floor,PlT4wcHhebc,91,101,train
cleaning toilet,Pm24-DQXF5o,42,52,train
washing dishes,Pm_tC8j-wRo,63,73,train
cleaning toilet,PoMjGRJWTrw,3,13,train
cleaning toilet,Po_-L5hJWHc,244,254,train
washing hands,PpIb1mrm1C0,1,11,train
sweeping floor,PpW1if6HALc,20,30,train
washing hands,Pq5RDoUDlEw,17,27,train
sweeping floor,Pq5kn9nHN80,19,29,train
baking cookies,PqGKhfJYzyc,68,78,train
cooking chicken,Pqmh10qpV-8,146,156,train
baking cookies,PszBtsAL-w8,4,14,train
sweeping floor,Pv3d6ZHsoSQ,21,31,train
sweeping floor,PvP_7Z3iaXE,202,212,train
cooking chicken,PwXaaaI39rY,25,35,train
folding clothes,Pw_hUFMAcbQ,36,46,train
mopping floor,PwiJ5nygCFY,63,73,train
making bed,PwxpIkroE2w,53,63,train
mopping floor,PxJTRbLpWSs,4,14,train
washing hands,Py89ZmWpc-o,18,28,train
mopping floor,PyKB0fICrNw,6,16,train
cooking chicken,PzZwIGoSxfM,203,213,train
washing dishes,Q1k42FiNNGk,14,24,train
washing dishes,Q2w0JopiS9Y,7,17,train
washing dishes,Q3B3QpkrWI8,49,59,train
baking cookies,Q4eH4D1grBg,69,79,train
baking cookies,Q4hNWYBG1P4,53,63,train
sweeping floor,Q4h_iPt1uwU,3,13,train
cooking chicken,Q50jD8pUgps,527,537,train
cleaning toilet,Q5a8V4HxvOg,2,12,train
cooking chicken,Q5bg3ZCfbXs,194,204,train
cleaning toilet,Q75vPYXbji4,65,75,train
washing hands,Q8U22Nr2doE,29,39,train
folding clothes,Q8eDQvGcMA4,19,29,train
washing dishes,Q9BfmKn6Cqk,1,11,train
washing dishes,Q9Fw56ZvXq4,1,11,train
washing hands,Q9aQrt_8vjI,35,45,train
cleaning toilet,Q9pzsuZmH4w,5,15,train
doing laundry,QA4KNtKnaws,21,31,train
doing laundry,QAKwGG98wvc,20,30,train
cooking chicken,QANqZUGczLU,301,311,train
cleaning toilet,QAufRqDtbd8,52,62,train
washing dishes,QB-Oj8nN3Kk,8,18,train
making bed,QBxZfNua2RE,99,109,train
baking cookies,QDMf9BwE5Qk,42,52,train
cleaning toilet,QDRb5AdyyFQ,0,10,train
washing dishes,QDWLUu8jr2s,16,26,train
cooking chicken,QFI0RFNYvhQ,683,693,train
cooking chicken,QFQCH4_Osts,39,49,train
washing hands,QFSoCBiTc5g,2,12,train
doing laundry,QFrltPJQxWE,210,220,train
sweeping floor,QFzPFvCBHnA,114,124,train
sweeping floor,QGEuTJY71tY,21,31,train
cleaning toilet,QH-kq466Be4,227,237,train
washing dishes,QHIGOL0f0Ko,54,64,train
washing dishes,QHnIN3fQl9g,40,50,train
cleaning toilet,QI-RF8bW7M8,19,29,train
washing hands,QI-ZYSPtWSQ,51,61,train
cooking chicken,QIC2-SD01BY,116,126,train
folding clothes,QIfhsQ9OgUs,1,11,train
baking cookies,QImgJw3wyic,105,115,train
cooking chicken,QKsvOTAFhNM,461,471,train
cooking chicken,QKxN08lmPFk,324,334,train
cooking chicken,QMZKk3YthnE,196,206,train
washing dishes,QMitsqAnoRI,21,31,train
cooking chicken,QMpVFLM90x4,6,16,train
baking cookies,QMzWbu-7Z2k,83,93,train
washing hands,QOHR-SSSru0,6,16,train
cleaning toilet,QPO2DFruIaI,24,34,train
sweeping floor,QRYOqsxdPAo,111,121,train
cooking chicken,QUAleb281Fk,11,21,train
cooking chicken,QVhInF1tUJw,411,421,train
cooking chicken,QWeFPW7BXyg,59,69,train
washing hands,QWkaGI2Lpjg,171,181,train
cooking chicken,QX9mLRP3yH4,464,474,train
sweeping floor,QXDthP8AgbA,0,10,train
cleaning toilet,QXIE5MilPEo,124,134,train
washing dishes,QXk0SOwLbn0,22,32,train
washing dishes,QZ--2eBEMY0,93,103,train
baking cookies,QZPzWKApLZM,27,37,train
washing hands,QaoTcwYoiWE,203,213,train
baking cookies,QcikMDomwv0,187,197,train
baking cookies,QcxADPkWj18,3,13,train
cooking chicken,QefWdlnTil0,222,232,train
mopping floor,Qf86GvKuRZU,2,12,train
making bed,QfMrYnViJas,4,14,train
sweeping floor,QgJC4VV88s0,67,77,train
baking cookies,QhWe7_z-71w,13,23,train
baking cookies,QheLJpUlIMk,26,36,train
cooking chicken,QhrpoOemeMo,41,51,train
baking cookies,QiW5jTCnx-8,41,51,train
washing hands,QjXlGqqPqJw,54,64,train
cooking chicken,QjZJXbxW4eY,68,78,train
baking cookies,Qjka03Dl3iU,163,173,train
baking cookies,QjmoBFZkJD0,176,186,train
mopping floor,Qm4W54o6bqU,24,34,train
baking cookies,Qn85f1ml0Ew,38,48,train
washing dishes,QnCUWdUIC-c,43,53,train
cooking chicken,QnbGMDzHkW8,1677,1687,train
making bed,QoDo9743inA,12,22,train
baking cookies,QoGda91p-4s,0,10,train
washing hands,QoIxKRKKKzA,19,29,train
baking cookies,QpBihhfoqiA,23,33,train
doing laundry,QpYof8w_hk4,47,57,train
mopping floor,QqJ308zw5pc,25,35,train
baking cookies,QrZ889hV6Bk,218,228,train
cooking chicken,Qui2AjUFAcg,175,185,train
making bed,QvbkSQuR-Ng,281,291,train
baking cookies,QvdhY9ANX9A,121,131,train
doing laundry,Qw3jJ-5rcyU,10,20,train
making bed,Qw_KPcBevQM,108,118,train
sweeping floor,QwvVdh-rdrc,225,235,train
washing dishes,QxFLUl4SArs,1,11,train
washing dishes,QxdFeKWZ9IQ,1,11,train
washing hands,Qxquum8p8S8,7,17,train
cleaning toilet,QyMXWBHERnM,38,48,train
washing hands,QybWwa5pxw8,1,11,train
mopping floor,R20aUhTt2IM,3,13,train
washing hands,R2FX3GvJvVw,47,57,train
baking cookies,R2GqFbNASlE,95,105,train
washing hands,R3NQDcXnxXk,24,34,train
mopping floor,R4iY_w_0xug,143,153,train
making bed,R6-4g_EjvtE,38,48,train
folding clothes,R6tLF_gY2JQ,51,61,train
washing dishes,R76OMQFRhok,97,107,train
cooking chicken,R7Cr0uXDqJY,333,343,train
washing hands,R7DMldM1yi0,6,16,train
doing laundry,R7HoP_ZKnBQ,3,13,train
baking cookies,R7b_96PiEZ8,108,118,train
cleaning toilet,R8Ahy5d9a5E,223,233,train
washing hands,R8uXbkemnC0,2,12,train
cleaning toilet,RAGcjugiyAw,80,90,train
doing laundry,RBfKz53BQhE,5,15,train
baking cookies,RCdiU4luwSI,294,304,train
baking cookies,REleq0hsOO4,44,54,train
cooking chicken,RFE7qdhjgXc,219,229,train
folding clothes,RGEqMESSuew,24,34,train
sweeping floor,RHCRvOKKecc,22,32,train
baking cookies,RILA1bcPtvo,24,34,train
washing dishes,RKmwulQm3SM,349,359,train
making bed,RKoXkxvcZ84,20,30,train
making bed,RLCZBbGCqig,17,27,train
baking cookies,RMBdd90EDbg,221,231,train
baking cookies,RMlcr-8uYio,0,10,train
baking cookies,RNXgNnSFNQc,95,105,train
cleaning toilet,RO9GZ4NjFFw,17,27,train
baking cookies,RP5Hilchq0Q,110,120,train
mopping floor,RT7iPOijW-Y,4,14,train
sweeping floor,RV-jVxj-Qp4,26,36,train
baking cookies,RYWX4IfbYRI,498,508,train
washing hands,RZv9KDKZR3w,0,10,train
cleaning toilet,R_2f_fVANc8,347,357,train
baking cookies,Ra68gMw-vH4,398,408,train
baking cookies,RaQE93FNLQI,45,55,train
cooking chicken,RbBGLSJT-iM,62,72,train
cooking chicken,RbV6nKWTDEc,147,157,train
folding clothes,RbbVkhNriMw,272,282,train
washing hands,RchurF1SMr8,8,18,train
washing hands,Re6W9I_DDtg,15,25,train
sweeping floor,RePHwU4tRWQ,62,72,train
mopping floor,ReaEBU4m1jo,150,160,train
cooking chicken,ReaeDMq8XH0,468,478,train
sweeping floor,RgcAy2oKS9U,19,29,train
cleaning toilet,RgnmtOVHV3I,43,53,train
folding clothes,RgoctNBCJT0,121,131,train
cleaning toilet,RhjOd1L82hU,109,119,train
washing dishes,Rhz--CMebsM,27,37,train
baking cookies,RivtkxkDGUY,912,922,train
folding clothes,RjAWsY9padQ,16,26,train
cooking chicken,RjKssP2tvUg,295,305,train
cooking chicken,Rjrv4illb7I,234,244,train
washing hands,RkOArxYZmz4,78,88,train
doing laundry,Rl8kUerCnIc,72,82,train
folding clothes,RllXswcssq4,208,218,train
cooking chicken,RniSR4AHaMk,165,175,train
cooking chicken,RpAnRVThB3o,415,425,train
washing hands,RpAsHk3b6Z8,3,13,train
cooking chicken,RpBJF-VN3aI,29,39,train
cooking chicken,RpbY0x_4bGc,101,111,train
sweeping floor,RpcOnd_hkPM,6,16,train
cooking chicken,RqX0DzCTwFI,248,258,train
washing dishes,RqqgH22gJD8,11,21,train
cooking chicken,Rr-cC8fvnLo,59,69,train
folding clothes,RraadGfMvfs,34,44,train
cleaning toilet,Rscct8Z1ttk,34,44,train
cooking chicken,RtKgo55xpuI,437,447,train
cooking chicken,RuCjP9AxjSE,43,53,train
cleaning toilet,RuFHkAwXjZM,85,95,train
baking cookies,RuYn7Nr6huk,1,11,train
washing dishes,Rw0W3GGrEwo,3,13,train
washing dishes,RxHq47kpdqE,28,38,train
sweeping floor,RycUc8pSsP8,11,21,train
washing dishes,RykLeCzdJYA,2,12,train
baking cookies,Rzdxdsnl2v4,98,108,train
doing laundry,S-sFvwwBlIU,2,12,train
baking cookies,S062QAqd2nk,421,431,train
baking cookies,S06BaW4j_HA,1,11,train
sweeping floor,S12wpcg1wnM,2,12,train
washing hands,S1aeFcDqmJQ,62,72,train
folding clothes,S2w7XB3e8ek,133,143,train
folding clothes,S36bG55moBQ,23,33,train
cooking chicken,S3SjjzdNe5w,88,98,train
cooking chicken,S3kTxiaX3Bc,11,21,train
doing laundry,S4TF7h8kFAg,225,235,train
cooking chicken,S52Ofejeot8,105,115,train
sweeping floor,S53-2HA2N8g,4,14,train
mopping floor,S5HA0cKdHHA,5,15,train
sweeping floor,S5Pb1MWombg,33,43,train
washing dishes,S5yjtKYAltM,20,30,train
baking cookies,S7UXJIM8QpU,13,23,train
washing hands,S8zmf6r2P1o,23,33,train
washing hands,SAQozwA42HE,14,24,train
doing laundry,SAWIpuYQNvo,10,20,train
baking cookies,SDJ15HEV6s0,116,126,train
cooking chicken,SDQsfIkAA9c,224,234,train
washing hands,SFTVA53EUa8,29,39,train
cooking chicken,SFfg-AwyojE,255,265,train
sweeping floor,SHA9xOaVBpg,3,13,train
mopping floor,SI7FGwpUJ6A,13,23,train
cooking chicken,SILIbT1J_QM,25,35,train
sweeping floor,SIUxuTfmsHQ,26,36,train
washing dishes,SIebBQ4x-hQ,16,26,train
making bed,SIuYIGaKAUI,15,25,train
mopping floor,SJGfj71j6wk,30,40,train
making bed,SKepMZmvdYQ,103,113,train
baking cookies,SLp-y9nfzcQ,26,36,train
baking cookies,SLzRoaBs69A,167,177,train
folding clothes,SNROyqDQ68k,104,114,train
washing hands,SNXNAy8oTks,0,10,train
mopping floor,SOEEcohAog8,224,234,train
folding clothes,SOiS_M_X1rw,0,10,train
cooking chicken,SRWwRZINBJ0,369,379,train
folding clothes,SRcdrgPA5wI,639,649,train
washing dishes,SS8LGVuv9Ak,1,11,train
doing laundry,SSIi8WzkCNw,83,93,train
washing hands,SSanhV0PrsE,11,21,train
baking cookies,SVG0R8ODg0o,202,212,train
washing hands,SWqSHMk6dIM,14,24,train
cooking chicken,SX7xEsx7KPA,298,308,train
washing hands,SYAIvKuJ2QY,87,97,train
baking cookies,SbVh1i6631Q,234,244,train
mopping floor,ScRFIt2xcTQ,72,82,train
mopping floor,SdJ4pKApdS8,46,56,train
making bed,SedNDMP1Kl0,107,117,train
baking cookies,SemHruGQhuY,215,225,train
doing laundry,SetUOxWG80E,3,13,train
cooking chicken,SfatZBO2dDY,9,19,train
making bed,SfslwwghCL4,86,96,train
making bed,Sg0esW_MUdo,104,114,train
doing laundry,ShAjuOVzwP0,38,48,train
washing dishes,ShN--6fKUJY,4,14,train
mopping floor,ShlTEUZXY6s,36,46,train
cooking chicken,SjPEVG6tfp4,74,84,train
doing laundry,Sjl3G5904E4,45,55,train
cleaning toilet,SkkPH2MKXq4,29,39,train
doing laundry,SmJ5SmHptcQ,79,89,train
folding clothes,SmyjJUwOPIc,6,16,train
washing dishes,SnPnrBk7-BQ,18,28,train
cooking chicken,Sn_I7AeA88k,124,134,train
mopping floor,So5fopZARH4,131,141,train
cooking chicken,SoaOuanzfxM,86,96,train
cooking chicken,Souk2U5BDHc,556,566,train
washing hands,SsOiUHuiVKo,8,18,train
baking cookies,SsaGQgH0F1U,258,268,train
folding clothes,SthMjTDEk8k,0,10,train
baking cookies,StnuOy-db68,1,11,train
baking cookies,Stnvqx-WU6E,164,174,train
washing dishes,Susbql9q1Tk,48,58,train
washing hands,SvYoTA-SAxo,44,54,train
washing hands,SvydX6TCEzA,7,17,train
folding clothes,SxLiFBxVOxA,142,152,train
folding clothes,SxrcIMS1T1A,20,30,train
folding clothes,SyScFqZ_Nw0,39,49,train
baking cookies,SyvmbFBw9_U,53,63,train
sweeping floor,SztT3KVolxA,4,14,train
making bed,T-xtPVZ26q4,6,16,train
washing dishes,T0-a--A6-CI,30,40,train
cooking chicken,T0dVNH6mW_w,108,118,train
baking cookies,T1G13dhEkDM,55,65,train
folding clothes,T2AB_iJ8Z1k,24,34,train
doing laundry,T2NykWzhTc4,296,306,train
making bed,T2q0DhPT2qk,62,72,train
mopping floor,T3HATGAzS2Y,9,19,train
folding clothes,T3TbGfmWrT8,69,79,train
making bed,T4Kr78S3-Lg,334,344,train
making bed,T4aqxI-3ZEQ,6,16,train
sweeping floor,T4jwZ7eM9xY,6,16,train
washing hands,T552oci4urM,126,136,train
doing laundry,T5A_1UeQAU4,82,92,train
cooking chicken,T5FkCv9yfGI,154,164,train
washing dishes,T5Nhh6SnkUY,93,103,train
washing hands,T5d7HyItM7s,26,36,train
cooking chicken,T675nkvrYEA,272,282,train
folding clothes,T6MD4qSRfFg,3,13,train
baking cookies,T7Kz454BmoY,66,76,train
washing dishes,T7ctt4qRMb4,44,54,train
washing hands,T7dmW7EbORI,75,85,train
washing dishes,T7wuOmFpEwU,2,12,train
baking cookies,T8ATKq_8D2o,224,234,train
washing hands,T98gqC-yanU,9,19,train
washing dishes,TBHSGAzoST0,3,13,train
baking cookies,TBgt8qKkJv8,325,335,train
folding clothes,TCKtLsxzqG0,295,305,train
cooking chicken,TDm4yUR4xyc,11,21,train
mopping floor,TE49NdASxsE,9,19,train
washing dishes,TEDtTDHC6KE,12,22,train
baking cookies,TEFA6LaJ6Lw,516,526,train
sweeping floor,TEpR1nQaCQc,39,49,train
making bed,TFFwKP1HnOI,69,79,train
baking cookies,TH7XlcwBYUY,86,96,train
washing dishes,THF1qbQaGNI,1,11,train
baking cookies,THYYq48o2lc,104,114,train
mopping floor,THZC4W7L5kI,4,14,train
washing dishes,TJ48ROTMlz4,44,54,train
baking cookies,TLUz3ngZgxc,63,73,train
cleaning toilet,TLw15TggJ0U,29,39,train
baking cookies,TNBbeKqSHjY,192,202,train
cleaning toilet,TNYcWHUAwoo,0,10,train
washing dishes,TQUBEdqkf3M,3,13,train
washing dishes,TRebmTFmRT4,66,76,train
washing dishes,TUAoYgLo3Yo,36,46,train
doing laundry,TUQ6_QQiIGc,0,10,train
mopping floor,TUsX3Azyw5k,53,63,train
cooking chicken,TW8e_HgKUIw,275,285,train
washing hands,TXhInquBZdQ,70,80,train
washing dishes,T_OwutKjphU,183,193,train
doing laundry,T_okKT9dFwk,89,99,train
washing hands,Tc0nHNkf0KM,2,12,train
cooking chicken,Tcr-zJ484k0,223,233,train
washing dishes,Tcuqwc_rDHI,38,48,train
doing laundry,TcwafsimnGo,7,17,train
sweeping floor,Td6Jbhar4qE,4,14,train
washing dishes,TdZyjFubpzg,343,353,train
washing dishes,TdzWpWwxFwc,22,32,train
cooking chicken,TfcbakDcMgE,64,74,train
cooking chicken,TgKKg8TFD74,123,133,train
